law_id,act_name,violation_type,evidence,gap_amount,gap_percentage,severity,applicable_rule,state_affected,worker_id,industry,education,gender
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹8449 vs state minimum ₹19500,11051.0,56.671794871794866,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Telangana,129,Metals,Illiterate,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 39.4% of male average,13020.632458966098,60.64674131637708,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Telangana,129,Metals,Illiterate,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹7101 vs state minimum ₹18500,11399.0,61.616216216216216,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Punjab,130,Small Manufacturing,Illiterate,Male
7,"Industrial Disputes Act, 1947",Weak Collective Bargaining / Union Protection,"Worker earning below fair wage threshold, no union protection",2276.0,7.902777777777778,MEDIUM,"Section 2A-2B of Industrial Disputes Act, 1947",Uttar Pradesh,131,Manufacturing,Graduate,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹19722 vs state minimum ₹21600,1878.0,8.694444444444445,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Karnataka,132,Leather,12th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹19423 vs state minimum ₹20400,977.0,4.78921568627451,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,133,IT Services,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹6669 vs state minimum ₹21600,14931.0,69.125,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Karnataka,135,Retail,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹22485 vs state minimum ₹22500,15.0,0.06666666666666667,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Chhattisgarh,136,Silk,12th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹18634 vs state minimum ₹20400,1766.0,8.656862745098039,HIGH,"Section 3-5 of Minimum Wages Act, 1948",West Bengal,137,Agriculture,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 86.8% of male average,2835.632458966098,13.207643234627836,HIGH,"Section 5 of Equal Remuneration Act, 1976",West Bengal,137,Agriculture,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹8773 vs state minimum ₹22500,13727.0,61.00888888888889,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Chhattisgarh,141,Silk,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹12960 vs state minimum ₹20400,7440.0,36.470588235294116,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,147,Agriculture,5th Pass,Male
10,Agricultural Laborers Act (State-wise),Agricultural Wage Standard Violation,Agricultural worker earning 63.4% of agricultural average,4404.714956331874,25.365892658812335,HIGH,State Agricultural Laborers Act (varies by state),Maharashtra,147,Agriculture,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹16816 vs state minimum ₹18000,1184.0,6.577777777777778,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Madhya Pradesh,148,Manufacturing,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹8659 vs state minimum ₹19500,10841.0,55.59487179487179,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Rajasthan,151,Food Processing,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹17464 vs state minimum ₹21600,4136.0,19.14814814814815,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Karnataka,152,Retail,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 81.3% of male average,4005.632458966098,18.657200893503305,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Karnataka,152,Retail,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹17194 vs state minimum ₹20400,3206.0,15.715686274509805,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,153,Construction,12th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹7238 vs state minimum ₹19500,12262.0,62.88205128205128,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Telangana,154,Leather,Illiterate,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 33.7% of male average,14231.632458966098,66.28726638039262,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Telangana,154,Leather,Illiterate,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹11933 vs state minimum ₹19500,7567.0,38.805128205128206,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,155,Metals,5th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 55.6% of male average,9536.632458966098,44.41916962105903,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Uttar Pradesh,155,Metals,5th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹11934 vs state minimum ₹19500,7566.0,38.800000000000004,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Rajasthan,157,Textiles,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹16535 vs state minimum ₹19500,2965.0,15.205128205128204,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,158,Textiles,12th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 77.0% of male average,4934.632458966098,22.9842428294822,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Uttar Pradesh,158,Textiles,12th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹12628 vs state minimum ₹18000,5372.0,29.844444444444445,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Madhya Pradesh,159,IT Services,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹15148 vs state minimum ₹19500,4352.0,22.317948717948717,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,162,Construction,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 70.6% of male average,6321.632458966098,29.444530413123456,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Uttar Pradesh,162,Construction,10th Pass,Female
5,"Building and Other Construction Workers Act, 1996",Construction Wage Standard Violation,Construction worker earning 75.8% of construction average,1833.525546305933,10.797178035072283,HIGH,"Section 20-22 of Building & Construction Workers Act, 1996",Uttar Pradesh,162,Construction,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹17528 vs state minimum ₹21600,4072.0,18.851851851851855,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Gujarat,163,Construction,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹14732 vs state minimum ₹17800,3068.0,17.235955056179776,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Jharkhand,164,Agriculture,5th Pass,Male
10,Agricultural Laborers Act (State-wise),Agricultural Wage Standard Violation,Agricultural worker earning 72.1% of agricultural average,2632.7149563318744,15.161290945186984,HIGH,State Agricultural Laborers Act (varies by state),Jharkhand,164,Agriculture,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹10861 vs state minimum ₹19500,8639.0,44.302564102564105,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,166,Agriculture,5th Pass,Male
10,Agricultural Laborers Act (State-wise),Agricultural Wage Standard Violation,Agricultural worker earning 53.2% of agricultural average,6503.714956331874,37.453623469703764,HIGH,State Agricultural Laborers Act (varies by state),Uttar Pradesh,166,Agriculture,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹8007 vs state minimum ₹20400,12393.0,60.75000000000001,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",West Bengal,167,Agriculture,5th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 37.3% of male average,13462.632458966098,62.70546309861893,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",West Bengal,167,Agriculture,5th Pass,Female
10,Agricultural Laborers Act (State-wise),Agricultural Wage Standard Violation,Agricultural worker earning 39.2% of agricultural average,9357.714956331874,53.889251737585674,HIGH,State Agricultural Laborers Act (varies by state),West Bengal,167,Agriculture,5th Pass,Female
7,"Industrial Disputes Act, 1947",Weak Collective Bargaining / Union Protection,"Worker earning below fair wage threshold, no union protection",93.0,1.1481481481481481,MEDIUM,"Section 2A-2B of Industrial Disputes Act, 1947",West Bengal,167,Agriculture,5th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹17694 vs state minimum ₹18000,306.0,1.7000000000000002,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Tamil Nadu,171,Food Processing,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹12116 vs state minimum ₹18000,5884.0,32.68888888888889,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Tamil Nadu,175,IT Services,Illiterate,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 56.4% of male average,9353.632458966098,43.56680291031184,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Tamil Nadu,175,IT Services,Illiterate,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹17410 vs state minimum ₹18000,590.0,3.277777777777778,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Tamil Nadu,176,Agriculture,12th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 81.1% of male average,4059.632458966098,18.908718939297557,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Tamil Nadu,176,Agriculture,12th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹12590 vs state minimum ₹18500,5910.0,31.945945945945947,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Punjab,178,Construction,5th Pass,Male
5,"Building and Other Construction Workers Act, 1996",Construction Wage Standard Violation,Construction worker earning 63.0% of construction average,4391.525546305933,25.860606777235283,HIGH,"Section 20-22 of Building & Construction Workers Act, 1996",Punjab,178,Construction,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹10279 vs state minimum ₹21600,11321.0,52.41203703703704,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Gujarat,181,Small Manufacturing,5th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 47.9% of male average,11190.632458966098,52.12307420890521,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Gujarat,181,Small Manufacturing,5th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹8556 vs state minimum ₹20400,11844.0,58.05882352941176,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,184,Food Processing,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹10768 vs state minimum ₹18000,7232.0,40.17777777777778,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Tamil Nadu,188,Manufacturing,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹9920 vs state minimum ₹20400,10480.0,51.37254901960784,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,191,Small Manufacturing,Illiterate,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 46.2% of male average,11549.632458966098,53.795203439278104,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Maharashtra,191,Small Manufacturing,Illiterate,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹12721 vs state minimum ₹17500,4779.0,27.308571428571426,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Odisha,193,IT Services,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹11092 vs state minimum ₹18000,6908.0,38.37777777777778,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Tamil Nadu,195,Small Manufacturing,Illiterate,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 51.7% of male average,10377.632458966098,48.336330297225075,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Tamil Nadu,195,Small Manufacturing,Illiterate,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹15566 vs state minimum ₹21600,6034.0,27.935185185185183,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Gujarat,196,Chemicals,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 72.5% of male average,5903.632458966098,27.49759442901239,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Gujarat,196,Chemicals,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹10483 vs state minimum ₹19500,9017.0,46.241025641025644,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,197,Services,5th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 48.8% of male average,10986.632458966098,51.172894924793574,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Uttar Pradesh,197,Services,5th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹17651 vs state minimum ₹19500,1849.0,9.482051282051282,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Rajasthan,198,Leather,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹16767 vs state minimum ₹21600,4833.0,22.375,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Gujarat,202,IT Services,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹12857 vs state minimum ₹21600,8743.0,40.476851851851855,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Karnataka,204,Construction,5th Pass,Male
5,"Building and Other Construction Workers Act, 1996",Construction Wage Standard Violation,Construction worker earning 64.4% of construction average,4124.525546305933,24.288309875688167,HIGH,"Section 20-22 of Building & Construction Workers Act, 1996",Karnataka,204,Construction,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹15379 vs state minimum ₹21600,6221.0,28.800925925925924,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Gujarat,205,Small Manufacturing,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 71.6% of male average,6090.632458966098,28.36859210611471,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Gujarat,205,Small Manufacturing,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹10894 vs state minimum ₹18000,7106.0,39.47777777777778,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Tamil Nadu,206,Construction,5th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 50.7% of male average,10575.632458966098,49.258563131803996,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Tamil Nadu,206,Construction,5th Pass,Female
5,"Building and Other Construction Workers Act, 1996",Construction Wage Standard Violation,Construction worker earning 54.5% of construction average,6087.525546305933,35.84793091590161,HIGH,"Section 20-22 of Building & Construction Workers Act, 1996",Tamil Nadu,206,Construction,5th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹13576 vs state minimum ₹17800,4224.0,23.730337078651687,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Jharkhand,207,Food Processing,5th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 63.2% of male average,7893.632458966098,36.76650019068946,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Jharkhand,207,Food Processing,5th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹15961 vs state minimum ₹19500,3539.0,18.148717948717948,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Rajasthan,212,Chemicals,12th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 74.3% of male average,5508.632458966098,25.657786501443326,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Rajasthan,212,Chemicals,12th Pass,Female
7,"Industrial Disputes Act, 1947",Weak Collective Bargaining / Union Protection,"Worker earning below fair wage threshold, no union protection",239.0,1.4753086419753088,MEDIUM,"Section 2A-2B of Industrial Disputes Act, 1947",Rajasthan,212,Chemicals,12th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹9016 vs state minimum ₹20400,11384.0,55.803921568627445,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,213,Textiles,Illiterate,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 42.0% of male average,12453.632458966098,58.00580183553744,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Maharashtra,213,Textiles,Illiterate,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹17952 vs state minimum ₹19500,1548.0,7.938461538461539,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,215,Chemicals,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 83.6% of male average,3517.632458966098,16.384222998177467,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Uttar Pradesh,215,Chemicals,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹6594 vs state minimum ₹19500,12906.0,66.18461538461538,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,216,Chemicals,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹18702 vs state minimum ₹19500,798.0,4.092307692307692,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,217,Manufacturing,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹11562 vs state minimum ₹19500,7938.0,40.707692307692305,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,218,Agriculture,5th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 53.9% of male average,9907.632458966098,46.14719175049732,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Uttar Pradesh,218,Agriculture,5th Pass,Female
10,Agricultural Laborers Act (State-wise),Agricultural Wage Standard Violation,Agricultural worker earning 56.6% of agricultural average,5802.714956331874,33.41670145996823,HIGH,State Agricultural Laborers Act (varies by state),Uttar Pradesh,218,Agriculture,5th Pass,Female
