Worker_ID,Industry,Skill_Level,Education_Level,Experience_Years,Employment_Type,Contract_Type,Working_Hours_Per_Day,Overtime_Hours,Productivity_Score,Region_Type,State,Cost_of_Living_Index,Minimum_Wage_Legal,Law_Revision_Year,Enforcement_Level,Actual_Wage,Written_Contract,Fair_Wage_AI,Wage_Gap,Gap_Severity,Likely_Law_Gap
50159,Silk,,,9.0,Contract,Verbal,10.0,2.0,,Rural,Gujarat,1.12,543.0,2012.0,Strong,387.0,No,,,,
50160,Handloom Silk,Skilled,,,Contract,Verbal,9.0,1.0,71.0,Rural,Karnataka,1.1,494.0,2012.0,Medium,481.0,No,,,,
50161,Textile (Powerloom),Semi-skilled,Diploma,17.0,Permanent,Contractor,11.0,3.0,86.0,Urban,West Bengal,1.05,555.0,2010.0,Medium,704.0,,968.0,264.0,Severe,Weak enforcement
50162,Leather Tannery,Skilled,Primary,2.0,Permanent,Verbal,10.0,2.0,65.0,Rural,Madhya Pradesh,0.88,466.0,2015.0,Strong,550.0,No,586.0,36.0,Mild,Acceptable compliance
50163,Construction,Semi-skilled,,4.0,Contract,Contractor,11.0,3.0,78.0,Rural,Bihar,0.82,499.0,2019.0,Strong,408.0,,590.0,182.0,Severe,Informal labor exclusion
50164,MSME Manufacturing,,,8.0,Contract,Written,9.0,1.0,,Rural,Telangana,1.08,505.0,2020.0,Medium,475.0,Yes,,,,
50165,MSME Manufacturing,,Secondary,16.0,Contract,Contractor,9.0,1.0,,Rural,Gujarat,1.12,,,,400.0,,,,,
50166,MSME Manufacturing,Unskilled,Primary,13.0,Contract,Contractor,9.0,1.0,48.0,Urban,Gujarat,1.12,480.0,2012.0,Strong,748.0,,790.0,42.0,Mild,Acceptable compliance
50167,Construction,Skilled,,,Contract,Contractor,8.0,0.0,82.0,Rural,Karnataka,1.1,,,,265.0,,,,,
50168,Leather,Skilled,Diploma,16.0,Permanent,Contractor,9.0,1.0,81.0,Rural,Madhya Pradesh,0.88,,,,558.0,,,,,
50169,Silk,,,7.0,Contract,Daily,11.0,3.0,,Rural,Madhya Pradesh,0.88,596.0,2010.0,Weak,415.0,No,,,,
50170,Handloom Silk,Unskilled,None,,Permanent,Contractor,8.0,0.0,82.0,Rural,Assam,0.78,,,,348.0,,,,,
50171,Textile (Powerloom),,,0.0,Contract,Daily,11.0,3.0,,Urban,Maharashtra,1.25,427.0,2015.0,Weak,364.0,No,,,,
50172,Construction,,ITI,9.0,Contract,Contractor,11.0,3.0,,Rural,Madhya Pradesh,0.88,424.0,2012.0,Medium,596.0,,,,,
50173,MSME Engineering,Semi-skilled,ITI,0.0,Permanent,Contractor,9.0,1.0,50.0,Rural,Maharashtra,1.25,,,,433.0,,,,,
50174,MSME Engineering,Semi-skilled,,6.0,Contract,Contractor,10.0,2.0,70.0,Rural,Madhya Pradesh,0.88,479.0,2019.0,Weak,401.0,,619.0,218.0,Severe,Weak enforcement
50175,Textile (Powerloom),,Secondary,4.0,Contract,Verbal,,,,Urban,West Bengal,1.05,400.0,2012.0,Weak,,No,,,,
50176,Leather Tannery,Unskilled,Primary,11.0,Permanent,Verbal,11.0,3.0,69.0,Rural,Gujarat,1.12,452.0,2015.0,Strong,589.0,No,784.0,195.0,Severe,Weak enforcement
50177,Textile (Powerloom),Skilled,Secondary,17.0,Permanent,Verbal,,,83.0,Rural,Madhya Pradesh,0.88,562.0,2012.0,Weak,489.0,No,834.0,345.0,Severe,Contractor loophole
50178,MSME Engineering,,Primary,7.0,Contract,Contractor,10.0,2.0,,Rural,Bihar,0.82,,,,305.0,,,,,
50179,Silk,Unskilled,Secondary,2.0,Permanent,Written,9.0,1.0,63.0,Urban,Gujarat,1.12,444.0,2019.0,Weak,469.0,Yes,660.0,191.0,Severe,Unpaid overtime
50180,Handloom Silk,Skilled,ITI,0.0,Contract,Contractor,11.0,3.0,60.0,Rural,West Bengal,1.05,350.0,2018.0,Medium,363.0,,546.0,183.0,Severe,Contractor loophole
50181,Leather,Skilled,Primary,13.0,Permanent,Daily,9.0,1.0,93.0,Rural,Bihar,0.82,,,,444.0,No,,,,
50182,Construction,Skilled,ITI,18.0,Contract,Written,10.0,2.0,45.0,Urban,Gujarat,1.12,321.0,2016.0,Weak,568.0,Yes,717.0,149.0,Severe,Outdated minimum wage
50183,Leather,,None,6.0,Contract,Contractor,9.0,1.0,,Rural,Uttar Pradesh,0.85,,,,296.0,,,,,
50184,MSME Manufacturing,Skilled,None,3.0,Permanent,Verbal,12.0,4.0,94.0,Urban,Karnataka,1.1,396.0,2020.0,Weak,679.0,No,730.0,51.0,Serious,Skill premium ignored
50185,Leather Tannery,Unskilled,Primary,11.0,Contract,Written,10.0,2.0,71.0,Rural,Madhya Pradesh,0.88,,,,575.0,Yes,,,,
50186,Leather Tannery,Unskilled,None,7.0,Contract,Verbal,,,86.0,Rural,Madhya Pradesh,0.88,,,,,No,,,,
50187,Leather Tannery,,Diploma,13.0,Contract,Written,9.0,1.0,,Rural,Madhya Pradesh,0.88,507.0,2020.0,Weak,355.0,Yes,,,,
50188,Silk,Unskilled,None,,Permanent,Verbal,,,57.0,Rural,West Bengal,1.05,,,,,No,,,,
50189,Leather Tannery,Skilled,,,Contract,Contractor,8.0,0.0,47.0,Rural,Telangana,1.08,,,,634.0,,,,,
50190,Textile (Powerloom),Unskilled,ITI,13.0,Permanent,Contractor,11.0,3.0,57.0,Rural,Uttar Pradesh,0.85,483.0,2010.0,Medium,498.0,,617.0,119.0,Serious,Skill premium ignored
50191,Leather Tannery,Unskilled,Primary,9.0,Contract,Written,10.0,2.0,56.0,Rural,Assam,0.78,352.0,2013.0,Strong,381.0,Yes,432.0,51.0,Serious,Skill premium ignored
50192,MSME Manufacturing,Unskilled,Secondary,4.0,Permanent,Contractor,10.0,2.0,61.0,Rural,Karnataka,1.1,,,,271.0,,,,,
50193,Silk,Semi-skilled,Secondary,19.0,Contract,Written,8.0,0.0,54.0,Urban,Maharashtra,1.25,383.0,2015.0,Strong,641.0,Yes,882.0,241.0,Severe,Unpaid overtime
50194,Silk,Unskilled,Primary,11.0,Permanent,Verbal,,,84.0,Rural,Bihar,0.82,373.0,2019.0,Strong,353.0,No,533.0,180.0,Severe,Outdated minimum wage
50195,MSME Engineering,Skilled,Primary,5.0,Permanent,Daily,11.0,3.0,63.0,Rural,Tamil Nadu,1.15,,,,538.0,No,,,,
50196,MSME Manufacturing,Skilled,Secondary,16.0,Permanent,Daily,11.0,3.0,72.0,Rural,Maharashtra,1.25,505.0,2013.0,Strong,856.0,No,1073.0,217.0,Severe,Outdated minimum wage
50197,MSME Manufacturing,Semi-skilled,Primary,9.0,Permanent,Contractor,10.0,2.0,78.0,Urban,Maharashtra,1.25,396.0,2010.0,Strong,684.0,,833.0,149.0,Severe,Unpaid overtime
50198,Silk,Semi-skilled,Diploma,7.0,Permanent,Verbal,11.0,3.0,61.0,Rural,Madhya Pradesh,0.88,,,,342.0,No,,,,
50199,Leather,Unskilled,Secondary,15.0,Contract,Contractor,9.0,1.0,80.0,Rural,Gujarat,1.12,562.0,2012.0,Strong,758.0,,976.0,218.0,Severe,Unpaid overtime
50200,Silk,Skilled,,,Contract,Daily,9.0,1.0,81.0,Rural,Telangana,1.08,491.0,2013.0,Weak,647.0,No,,,,
50201,Construction,,Primary,14.0,Contract,Contractor,10.0,2.0,,Rural,Karnataka,1.1,,,,319.0,,,,,
50202,MSME Engineering,Semi-skilled,,5.0,Contract,Daily,8.0,0.0,61.0,Rural,Uttar Pradesh,0.85,,,,440.0,No,,,,
50203,MSME Manufacturing,Semi-skilled,Diploma,10.0,Permanent,Daily,8.0,0.0,47.0,Rural,Telangana,1.08,430.0,2015.0,Strong,439.0,No,700.0,261.0,Severe,Unpaid overtime
50204,Construction,Unskilled,Primary,4.0,Contract,Daily,10.0,2.0,88.0,Urban,Maharashtra,1.25,373.0,2019.0,Strong,662.0,No,736.0,74.0,Serious,Skill premium ignored
50205,Leather Tannery,Semi-skilled,None,0.0,Contract,Contractor,8.0,0.0,56.0,Rural,Telangana,1.08,543.0,2019.0,Strong,607.0,,734.0,127.0,Severe,Unpaid overtime
50206,MSME Engineering,,,9.0,Contract,Contractor,8.0,0.0,,Rural,Assam,0.78,,,,434.0,,,,,
50207,Textile (Powerloom),Semi-skilled,None,,Permanent,Contractor,11.0,3.0,66.0,Urban,Tamil Nadu,1.15,427.0,2010.0,Weak,485.0,,,,,
50208,Construction,Unskilled,Secondary,11.0,Contract,Contractor,9.0,1.0,89.0,Rural,Madhya Pradesh,0.88,,,,537.0,,,,,
50209,Silk,Semi-skilled,Secondary,7.0,Permanent,Daily,9.0,1.0,88.0,Rural,Assam,0.78,,,,640.0,No,,,,
50210,MSME Manufacturing,Semi-skilled,None,10.0,Permanent,Verbal,11.0,3.0,77.0,Rural,Tamil Nadu,1.15,,,,374.0,No,,,,
50211,Leather,,ITI,12.0,Contract,Written,11.0,3.0,,Rural,Tamil Nadu,1.15,,,,645.0,Yes,,,,
50212,Leather Tannery,,,8.0,Contract,Written,10.0,2.0,,Rural,Madhya Pradesh,0.88,,,,347.0,Yes,,,,
50213,Silk,Semi-skilled,Secondary,13.0,Permanent,Contractor,8.0,0.0,76.0,Rural,Maharashtra,1.25,,,,339.0,,,,,
50214,Leather Tannery,,,,Contract,Contractor,11.0,3.0,,Rural,West Bengal,1.05,,,,558.0,,,,,
50215,Leather Tannery,Unskilled,None,,Contract,Written,10.0,2.0,91.0,Rural,Gujarat,1.12,,,,346.0,Yes,,,,
50216,Leather Tannery,Unskilled,Secondary,10.0,Permanent,Daily,8.0,0.0,86.0,Rural,Gujarat,1.12,389.0,2018.0,Strong,662.0,No,740.0,78.0,Serious,Skill premium ignored
50217,Construction,Skilled,ITI,8.0,Permanent,Verbal,8.0,0.0,46.0,Rural,Uttar Pradesh,0.85,328.0,2018.0,Strong,371.0,No,467.0,96.0,Serious,Skill premium ignored
50218,MSME Manufacturing,,,1.0,Contract,Daily,10.0,2.0,,Rural,Madhya Pradesh,0.88,575.0,2018.0,Medium,598.0,No,,,,
50219,Handloom Silk,Semi-skilled,Secondary,20.0,Contract,Contractor,11.0,3.0,80.0,Urban,Maharashtra,1.25,567.0,2018.0,Medium,1102.0,,1190.0,88.0,Serious,Skill premium ignored
50220,Handloom Silk,Skilled,Secondary,4.0,Permanent,Daily,9.0,1.0,70.0,Rural,West Bengal,1.05,368.0,2010.0,Weak,359.0,No,627.0,268.0,Severe,Informal labor exclusion
50221,Leather,Skilled,Primary,5.0,Permanent,Contractor,9.0,1.0,78.0,Rural,Gujarat,1.12,,,,648.0,,,,,
50222,Leather,Semi-skilled,Secondary,0.0,Contract,Contractor,8.0,0.0,87.0,Urban,Telangana,1.08,333.0,2010.0,Strong,525.0,,574.0,49.0,Mild,Acceptable compliance
50223,MSME Manufacturing,Semi-skilled,Primary,0.0,Contract,Verbal,,,61.0,Rural,Bihar,0.82,481.0,2015.0,Weak,324.0,No,514.0,190.0,Severe,Unpaid overtime
50224,Leather Tannery,Semi-skilled,Primary,9.0,Contract,Written,10.0,2.0,50.0,Urban,West Bengal,1.05,548.0,2010.0,Medium,492.0,Yes,801.0,309.0,Severe,Informal labor exclusion
50225,Textile (Powerloom),Skilled,,7.0,Contract,Written,9.0,1.0,72.0,Rural,Assam,0.78,357.0,2010.0,Medium,454.0,Yes,484.0,30.0,Mild,Acceptable compliance
50226,Construction,Skilled,Secondary,3.0,Permanent,Written,9.0,1.0,74.0,Rural,Madhya Pradesh,0.88,473.0,2019.0,Weak,565.0,Yes,616.0,51.0,Serious,Skill premium ignored
50227,MSME Engineering,Skilled,,,Contract,Written,9.0,1.0,81.0,Rural,Tamil Nadu,1.15,324.0,2010.0,Weak,412.0,Yes,,,,
50228,Silk,Skilled,Primary,7.0,Contract,Verbal,9.0,1.0,85.0,Rural,Uttar Pradesh,0.85,571.0,2012.0,Strong,647.0,No,731.0,84.0,Serious,Skill premium ignored
50229,Silk,,,,Contract,Daily,8.0,0.0,,Rural,Tamil Nadu,1.15,508.0,2010.0,Weak,534.0,No,,,,
50230,MSME Manufacturing,Skilled,ITI,17.0,Permanent,Daily,10.0,2.0,80.0,Rural,West Bengal,1.05,,,,460.0,No,,,,
50231,Leather Tannery,Semi-skilled,Primary,12.0,Permanent,Verbal,11.0,3.0,54.0,Urban,Karnataka,1.1,422.0,2010.0,Strong,556.0,No,742.0,186.0,Severe,Contractor loophole
50232,MSME Engineering,,None,0.0,Contract,Daily,11.0,3.0,,Rural,Assam,0.78,581.0,2020.0,Medium,592.0,No,,,,
50233,MSME Manufacturing,Skilled,Secondary,18.0,Permanent,Verbal,11.0,3.0,60.0,Rural,Telangana,1.08,481.0,2019.0,Strong,516.0,No,897.0,381.0,Severe,Informal labor exclusion
50234,Leather Tannery,Semi-skilled,,5.0,Contract,Written,11.0,3.0,81.0,Urban,Maharashtra,1.25,333.0,2013.0,Weak,542.0,Yes,712.0,170.0,Severe,Informal labor exclusion
50235,Leather,Skilled,Primary,4.0,Permanent,Written,11.0,3.0,56.0,Rural,Gujarat,1.12,464.0,2010.0,Strong,517.0,Yes,745.0,228.0,Severe,Unpaid overtime
50236,Silk,Unskilled,Secondary,11.0,Permanent,Verbal,12.0,4.0,78.0,Rural,Karnataka,1.1,,,,589.0,No,,,,
50237,Silk,Skilled,None,7.0,Permanent,Verbal,9.0,1.0,93.0,Urban,West Bengal,1.05,303.0,2013.0,Strong,384.0,No,639.0,255.0,Severe,Unpaid overtime
50238,Leather,Semi-skilled,None,0.0,Permanent,Verbal,8.0,0.0,82.0,Urban,Maharashtra,1.25,578.0,2016.0,Weak,878.0,No,958.0,80.0,Serious,Skill premium ignored
50239,Leather Tannery,Unskilled,Diploma,20.0,Permanent,Verbal,8.0,0.0,57.0,Rural,Assam,0.78,,,,398.0,No,,,,
50240,MSME Manufacturing,Semi-skilled,None,4.0,Permanent,Verbal,11.0,3.0,86.0,Rural,Bihar,0.82,422.0,2018.0,Medium,480.0,No,540.0,60.0,Serious,Skill premium ignored
50241,Handloom Silk,Skilled,Primary,10.0,Permanent,Daily,8.0,0.0,50.0,Rural,Maharashtra,1.25,569.0,2019.0,Medium,765.0,No,1023.0,258.0,Severe,Outdated minimum wage
50242,Silk,Semi-skilled,ITI,5.0,Permanent,Verbal,11.0,3.0,70.0,Urban,Maharashtra,1.25,562.0,2013.0,Medium,854.0,No,971.0,117.0,Serious,Skill premium ignored
50243,Leather,Skilled,Secondary,17.0,Permanent,Daily,10.0,2.0,94.0,Rural,Assam,0.78,,,,485.0,No,,,,
50244,Silk,Unskilled,,,Contract,Daily,9.0,1.0,81.0,Rural,Uttar Pradesh,0.85,471.0,2015.0,Strong,497.0,No,,,,
50245,Construction,Skilled,,,Contract,Verbal,8.0,0.0,56.0,Urban,Gujarat,1.12,566.0,2016.0,Strong,384.0,No,,,,
50246,Silk,Skilled,ITI,16.0,Permanent,Contractor,11.0,3.0,88.0,Urban,Tamil Nadu,1.15,455.0,2016.0,Weak,867.0,,967.0,100.0,Serious,Skill premium ignored
50247,MSME Engineering,Unskilled,None,,Permanent,Written,10.0,2.0,74.0,Urban,Gujarat,1.12,598.0,2020.0,Strong,322.0,Yes,,,,
50248,MSME Manufacturing,Skilled,Secondary,0.0,Permanent,Daily,8.0,0.0,71.0,Rural,Tamil Nadu,1.15,440.0,2010.0,Medium,630.0,No,726.0,96.0,Serious,Skill premium ignored
50249,Leather Tannery,Skilled,Primary,1.0,Contract,Verbal,,,85.0,Rural,Assam,0.78,,,,,No,,,,
50250,Handloom Silk,Unskilled,Diploma,5.0,Permanent,Written,11.0,3.0,59.0,Rural,Uttar Pradesh,0.85,408.0,2016.0,Strong,432.0,Yes,489.0,57.0,Serious,Skill premium ignored
50251,Handloom Silk,,None,10.0,Contract,Verbal,11.0,3.0,,Rural,Assam,0.78,368.0,2010.0,Weak,271.0,No,,,,
50252,Handloom Silk,Skilled,,5.0,Contract,Contractor,9.0,1.0,54.0,Urban,Telangana,1.08,500.0,2015.0,Strong,520.0,,764.0,244.0,Severe,Weak enforcement
50253,Leather Tannery,Skilled,,,Contract,Written,11.0,3.0,52.0,Rural,Assam,0.78,,,,430.0,Yes,,,,
50254,Silk,Unskilled,ITI,2.0,Contract,Contractor,9.0,1.0,76.0,Rural,Assam,0.78,,,,405.0,,,,,
50255,Silk,,Primary,18.0,Contract,Verbal,8.0,0.0,,Rural,Assam,0.78,476.0,2010.0,Weak,349.0,No,,,,
50256,Handloom Silk,Semi-skilled,,2.0,Contract,Contractor,8.0,0.0,95.0,Rural,West Bengal,1.05,348.0,2020.0,Weak,471.0,,612.0,141.0,Severe,Weak enforcement
50257,MSME Engineering,Unskilled,Primary,13.0,Contract,Daily,10.0,2.0,49.0,Rural,Telangana,1.08,,,,589.0,No,,,,
50258,Handloom Silk,,ITI,9.0,Contract,Contractor,9.0,1.0,,Rural,Tamil Nadu,1.15,,,,304.0,,,,,
50259,Leather,,Secondary,14.0,Contract,Verbal,,,,Rural,Uttar Pradesh,0.85,487.0,2016.0,Weak,,No,,,,
50260,Leather,Skilled,Diploma,7.0,Contract,Written,8.0,0.0,45.0,Urban,West Bengal,1.05,550.0,2010.0,Weak,620.0,Yes,798.0,178.0,Severe,Weak enforcement
50261,Silk,Semi-skilled,,4.0,Contract,Contractor,8.0,0.0,50.0,Rural,Madhya Pradesh,0.88,424.0,2015.0,Weak,445.0,,518.0,73.0,Serious,Skill premium ignored
50262,Construction,Unskilled,,2.0,Contract,Contractor,10.0,2.0,66.0,Rural,Assam,0.78,,,,638.0,,,,,
50263,Textile (Powerloom),Semi-skilled,None,,Contract,Contractor,9.0,1.0,54.0,Rural,Maharashtra,1.25,377.0,2013.0,Strong,426.0,,,,,
50264,Handloom Silk,Skilled,None,7.0,Contract,Written,8.0,0.0,76.0,Rural,Assam,0.78,332.0,2012.0,Medium,422.0,Yes,471.0,49.0,Mild,Acceptable compliance
50265,Construction,Semi-skilled,ITI,4.0,Contract,Contractor,10.0,2.0,89.0,Urban,Tamil Nadu,1.15,538.0,2010.0,Medium,705.0,,898.0,193.0,Severe,Unpaid overtime
50266,MSME Engineering,Semi-skilled,Primary,7.0,Contract,Daily,9.0,1.0,82.0,Urban,Gujarat,1.12,552.0,2015.0,Medium,829.0,No,908.0,79.0,Serious,Skill premium ignored
50267,Construction,Semi-skilled,None,,Permanent,Verbal,10.0,2.0,87.0,Urban,Karnataka,1.1,456.0,2019.0,Strong,252.0,No,,,,
50268,Leather Tannery,Skilled,,,Contract,Verbal,8.0,0.0,67.0,Rural,Telangana,1.08,,,,488.0,No,,,,
50269,Construction,,ITI,17.0,Contract,Contractor,9.0,1.0,,Urban,West Bengal,1.05,321.0,2015.0,Weak,442.0,,,,,
50270,Handloom Silk,Semi-skilled,Primary,7.0,Permanent,Written,10.0,2.0,84.0,Urban,Karnataka,1.1,555.0,2016.0,Medium,838.0,Yes,899.0,61.0,Serious,Skill premium ignored
50271,Leather,Unskilled,Primary,3.0,Permanent,Daily,9.0,1.0,74.0,Rural,Madhya Pradesh,0.88,480.0,2016.0,Strong,341.0,No,579.0,238.0,Severe,Informal labor exclusion
50272,MSME Engineering,Unskilled,Diploma,19.0,Permanent,Verbal,10.0,2.0,63.0,Rural,Madhya Pradesh,0.88,,,,588.0,No,,,,
50273,MSME Engineering,Semi-skilled,None,,Permanent,Verbal,8.0,0.0,80.0,Rural,Gujarat,1.12,,,,409.0,No,,,,
50274,Handloom Silk,Unskilled,Secondary,4.0,Contract,Contractor,9.0,1.0,82.0,Urban,Maharashtra,1.25,500.0,2010.0,Strong,747.0,,880.0,133.0,Severe,Contractor loophole
50275,Leather,Skilled,None,10.0,Permanent,Verbal,11.0,3.0,90.0,Rural,West Bengal,1.05,,,,392.0,No,,,,
50276,MSME Manufacturing,Skilled,Secondary,4.0,Permanent,Daily,9.0,1.0,78.0,Rural,Madhya Pradesh,0.88,457.0,2013.0,Weak,468.0,No,618.0,150.0,Severe,Contractor loophole
50277,Construction,Skilled,Primary,8.0,Permanent,Contractor,10.0,2.0,75.0,Urban,Maharashtra,1.25,524.0,2018.0,Weak,596.0,,1005.0,409.0,Severe,Contractor loophole
50278,MSME Manufacturing,Semi-skilled,None,,Permanent,Verbal,11.0,3.0,77.0,Urban,Karnataka,1.1,461.0,2013.0,Medium,272.0,No,,,,
50279,Handloom Silk,Semi-skilled,ITI,11.0,Permanent,Daily,11.0,3.0,78.0,Urban,West Bengal,1.05,432.0,2012.0,Medium,651.0,No,759.0,108.0,Serious,Skill premium ignored
50280,Construction,Semi-skilled,Primary,2.0,Permanent,Contractor,8.0,0.0,93.0,Urban,Gujarat,1.12,356.0,2019.0,Strong,404.0,,657.0,253.0,Severe,Weak enforcement
50281,Silk,Semi-skilled,ITI,10.0,Permanent,Verbal,9.0,1.0,90.0,Urban,Karnataka,1.1,447.0,2019.0,Weak,525.0,No,827.0,302.0,Severe,Outdated minimum wage
50282,MSME Engineering,Semi-skilled,,10.0,Contract,Written,9.0,1.0,54.0,Rural,Uttar Pradesh,0.85,,,,636.0,Yes,,,,
50283,Leather,Skilled,ITI,9.0,Permanent,Daily,9.0,1.0,86.0,Rural,Gujarat,1.12,440.0,2019.0,Strong,485.0,No,842.0,357.0,Severe,Informal labor exclusion
50284,Leather Tannery,,None,,Contract,Contractor,8.0,0.0,,Rural,Maharashtra,1.25,,,,416.0,,,,,
50285,Leather,Semi-skilled,Secondary,16.0,Permanent,Written,8.0,0.0,73.0,Rural,Bihar,0.82,320.0,2010.0,Strong,469.0,Yes,533.0,64.0,Serious,Skill premium ignored
50286,Silk,Semi-skilled,Diploma,18.0,Permanent,Contractor,9.0,1.0,58.0,Rural,Telangana,1.08,595.0,2016.0,Weak,826.0,,989.0,163.0,Severe,Weak enforcement
50287,Handloom Silk,Semi-skilled,None,4.0,Permanent,Verbal,12.0,4.0,52.0,Rural,Bihar,0.82,415.0,2019.0,Strong,428.0,No,478.0,50.0,Mild,Acceptable compliance
50288,Construction,Skilled,ITI,18.0,Permanent,Daily,9.0,1.0,72.0,Urban,Tamil Nadu,1.15,397.0,2020.0,Medium,705.0,No,886.0,181.0,Severe,Outdated minimum wage
50289,MSME Engineering,Unskilled,Diploma,0.0,Permanent,Written,11.0,3.0,94.0,Rural,Madhya Pradesh,0.88,,,,610.0,Yes,,,,
50290,Leather,Skilled,Diploma,0.0,Permanent,Daily,8.0,0.0,67.0,Rural,West Bengal,1.05,,,,256.0,No,,,,
50291,Leather Tannery,Semi-skilled,,5.0,Contract,Contractor,11.0,3.0,46.0,Urban,Gujarat,1.12,352.0,2020.0,Strong,344.0,,581.0,237.0,Severe,Weak enforcement
50292,MSME Manufacturing,Semi-skilled,Primary,3.0,Contract,Contractor,10.0,2.0,77.0,Urban,Telangana,1.08,481.0,2015.0,Medium,605.0,,745.0,140.0,Severe,Weak enforcement
50293,Leather Tannery,Semi-skilled,Primary,4.0,Permanent,Written,8.0,0.0,52.0,Urban,Gujarat,1.12,314.0,2019.0,Weak,472.0,Yes,540.0,68.0,Serious,Skill premium ignored
50294,Silk,Semi-skilled,ITI,15.0,Contract,Daily,9.0,1.0,45.0,Rural,Telangana,1.08,,,,431.0,No,,,,
50295,MSME Engineering,Semi-skilled,Diploma,20.0,Contract,Written,11.0,3.0,93.0,Rural,Uttar Pradesh,0.85,,,,620.0,Yes,,,,
50296,Construction,Skilled,ITI,15.0,Permanent,Written,9.0,1.0,52.0,Rural,Telangana,1.08,332.0,2019.0,Strong,442.0,Yes,686.0,244.0,Severe,Weak enforcement
50297,Construction,,None,,Contract,Written,8.0,0.0,,Rural,Karnataka,1.1,584.0,2010.0,Weak,576.0,Yes,,,,
50298,MSME Engineering,,None,1.0,Contract,Verbal,,,,Rural,West Bengal,1.05,354.0,2018.0,Weak,,No,,,,
50299,MSME Engineering,Unskilled,Diploma,19.0,Contract,Daily,8.0,0.0,90.0,Rural,Bihar,0.82,,,,529.0,No,,,,
50300,Leather Tannery,,ITI,6.0,Contract,Written,8.0,0.0,,Urban,Telangana,1.08,519.0,2015.0,Strong,306.0,Yes,,,,
50301,Silk,Unskilled,,,Contract,Daily,10.0,2.0,93.0,Urban,Gujarat,1.12,552.0,2013.0,Medium,560.0,No,,,,
50302,MSME Manufacturing,,,9.0,Contract,Daily,9.0,1.0,,Rural,Assam,0.78,594.0,2019.0,Medium,582.0,No,,,,
50303,Leather,Unskilled,Primary,13.0,Contract,Daily,8.0,0.0,56.0,Rural,Uttar Pradesh,0.85,430.0,2020.0,Medium,344.0,No,571.0,227.0,Severe,Contractor loophole
50304,MSME Manufacturing,Unskilled,Primary,14.0,Permanent,Verbal,,,86.0,Rural,Bihar,0.82,440.0,2018.0,Medium,536.0,No,616.0,80.0,Serious,Skill premium ignored
50305,Construction,Skilled,Secondary,10.0,Permanent,Written,8.0,0.0,94.0,Rural,Karnataka,1.1,340.0,2018.0,Weak,457.0,Yes,745.0,288.0,Severe,Outdated minimum wage
50306,MSME Manufacturing,Skilled,None,2.0,Permanent,Daily,9.0,1.0,78.0,Urban,Karnataka,1.1,508.0,2015.0,Weak,666.0,No,807.0,141.0,Severe,Outdated minimum wage
50307,Leather,Skilled,Secondary,13.0,Permanent,Daily,8.0,0.0,56.0,Rural,Assam,0.78,445.0,2013.0,Strong,405.0,No,574.0,169.0,Severe,Contractor loophole
50308,Leather Tannery,Skilled,Diploma,4.0,Contract,Written,8.0,0.0,83.0,Rural,Bihar,0.82,,,,450.0,Yes,,,,
50309,Leather Tannery,Unskilled,,,Contract,Daily,8.0,0.0,91.0,Rural,Uttar Pradesh,0.85,530.0,2016.0,Strong,341.0,No,,,,
50310,Silk,Skilled,Primary,14.0,Permanent,Verbal,8.0,0.0,74.0,Urban,West Bengal,1.05,405.0,2018.0,Medium,550.0,No,780.0,230.0,Severe,Weak enforcement
50311,Silk,Semi-skilled,Diploma,0.0,Permanent,Contractor,9.0,1.0,49.0,Rural,Assam,0.78,434.0,2016.0,Weak,246.0,,434.0,188.0,Severe,Unpaid overtime
50312,Silk,Skilled,None,3.0,Permanent,Contractor,8.0,0.0,49.0,Rural,Bihar,0.82,,,,387.0,,,,,
50313,Handloom Silk,Skilled,,,Contract,Written,8.0,0.0,60.0,Urban,Tamil Nadu,1.15,494.0,2016.0,Weak,641.0,Yes,,,,
50314,Construction,Semi-skilled,,4.0,Contract,Written,8.0,0.0,48.0,Rural,Assam,0.78,,,,443.0,Yes,,,,
50315,MSME Manufacturing,Semi-skilled,ITI,15.0,Permanent,Daily,8.0,0.0,52.0,Rural,Assam,0.78,347.0,2020.0,Strong,291.0,No,488.0,197.0,Severe,Unpaid overtime
50316,Handloom Silk,Unskilled,None,,Permanent,Verbal,,,73.0,Rural,Assam,0.78,336.0,2010.0,Medium,,No,,,,
50317,Leather,Unskilled,ITI,16.0,Permanent,Daily,8.0,0.0,60.0,Rural,Telangana,1.08,408.0,2018.0,Strong,433.0,No,743.0,310.0,Severe,Contractor loophole
50318,Textile (Powerloom),Unskilled,,5.0,Contract,Verbal,,,90.0,Rural,Telangana,1.08,392.0,2016.0,Medium,505.0,No,671.0,166.0,Severe,Informal labor exclusion
50319,Construction,Unskilled,Primary,12.0,Contract,Verbal,10.0,2.0,92.0,Rural,Telangana,1.08,,,,438.0,No,,,,
50320,Handloom Silk,Unskilled,None,,Contract,Verbal,9.0,1.0,64.0,Rural,Assam,0.78,333.0,2015.0,Strong,455.0,No,,,,
50321,Construction,Unskilled,,,Contract,Contractor,11.0,3.0,88.0,Rural,Madhya Pradesh,0.88,398.0,2015.0,Strong,490.0,,,,,
50322,Leather,Semi-skilled,None,5.0,Permanent,Written,11.0,3.0,87.0,Urban,West Bengal,1.05,591.0,2010.0,Strong,756.0,Yes,882.0,126.0,Severe,Weak enforcement
